registry-1  | [registry] 2026-06-10T01:47:11.786Z GET /npm auth=absent
registry-1  | [registry-upstream] GET /@ampproject/remapping/-/remapping-2.3.0.tgz status=200 bytes=15562
registry-1  | [registry] 2026-06-10T01:47:14.991Z GET /@algolia/monitoring/-/monitoring-1.35.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:14.992Z GET /@algolia/ingestion/-/ingestion-1.35.0.tgz auth=absent
registry-1  | [registry-upstream] GET /@angular/platform-browser/-/platform-browser-20.3.0.tgz status=200 bytes=92818
registry-1  | [registry-upstream] GET /@algolia/requester-node-http/-/requester-node-http-5.35.0.tgz status=200 bytes=4025
registry-1  | [registry] 2026-06-10T01:47:15.062Z GET /@algolia/recommend/-/recommend-5.35.0.tgz auth=absent
registry-1  | [registry-upstream] GET /@algolia/requester-fetch/-/requester-fetch-5.35.0.tgz status=200 bytes=3701
registry-1  | [registry] 2026-06-10T01:47:15.066Z GET /@algolia/client-search/-/client-search-5.35.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:15.073Z GET /@algolia/client-query-suggestions/-/client-query-suggestions-5.35.0.tgz auth=absent
registry-1  | [registry-upstream] GET /@angular/cli/-/cli-20.3.0.tgz status=200 bytes=163235
registry-1  | [registry-upstream] GET /@algolia/ingestion/-/ingestion-1.35.0.tgz status=200 bytes=264747
registry-1  | [registry-upstream] GET /@angular/build/-/build-20.3.0.tgz status=200 bytes=273517
registry-1  | [registry-upstream] GET /@angular/compiler-cli/-/compiler-cli-20.3.0.tgz status=200 bytes=446383
registry-1  | [registry-upstream] GET /@angular-devkit/architect/-/architect-0.2003.0.tgz status=200 bytes=36425
registry-1  | [registry-upstream] GET /@angular-devkit/schematics/-/schematics-20.3.0.tgz status=200 bytes=49560
registry-1  | [registry-upstream] GET /@angular-devkit/core/-/core-20.3.0.tgz status=200 bytes=55432
registry-1  | [registry-upstream] GET /@angular/common/-/common-20.3.0.tgz status=200 bytes=865081
registry-1  | [registry] 2026-06-10T01:47:15.125Z GET /@algolia/client-personalization/-/client-personalization-5.35.0.tgz auth=absent
registry-1  | [registry-upstream] GET /@algolia/monitoring/-/monitoring-1.35.0.tgz status=200 bytes=43899
registry-1  | [registry] 2026-06-10T01:47:15.128Z GET /@algolia/client-insights/-/client-insights-5.35.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:15.130Z GET /@algolia/client-analytics/-/client-analytics-5.35.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:15.131Z GET /@algolia/client-common/-/client-common-5.35.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:15.133Z GET /@algolia/client-abtesting/-/client-abtesting-5.35.0.tgz auth=absent
registry-1  | [registry-upstream] GET /@angular/router/-/router-20.3.0.tgz status=200 bytes=259463
registry-1  | [registry] 2026-06-10T01:47:15.144Z GET /@algolia/abtesting/-/abtesting-1.1.0.tgz auth=absent
registry-1  | [registry-upstream] GET /@angular/compiler/-/compiler-20.3.0.tgz status=200 bytes=875109
registry-1  | [registry-upstream] GET /@algolia/client-search/-/client-search-5.35.0.tgz status=200 bytes=505790
registry-1  | [registry] 2026-06-10T01:47:15.163Z GET /is-fullwidth-code-point/-/is-fullwidth-code-point-3.0.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:15.164Z GET /emoji-regex/-/emoji-regex-8.0.0.tgz auth=absent
registry-1  | [registry-upstream] GET /@algolia/recommend/-/recommend-5.35.0.tgz status=200 bytes=139241
registry-1  | [registry] 2026-06-10T01:47:15.186Z GET /ansi-styles/-/ansi-styles-4.3.0.tgz auth=absent
registry-1  | [registry-upstream] GET /@algolia/client-personalization/-/client-personalization-5.35.0.tgz status=200 bytes=39784
registry-1  | [registry-upstream] GET /is-fullwidth-code-point/-/is-fullwidth-code-point-3.0.0.tgz status=200 bytes=2169
registry-1  | [registry-upstream] GET /emoji-regex/-/emoji-regex-8.0.0.tgz status=200 bytes=6664
registry-1  | [registry-upstream] GET /@algolia/client-common/-/client-common-5.35.0.tgz status=200 bytes=37927
registry-1  | [registry] 2026-06-10T01:47:15.212Z GET /ansi-regex/-/ansi-regex-5.0.1.tgz auth=absent
registry-1  | [registry-upstream] GET /@algolia/client-query-suggestions/-/client-query-suggestions-5.35.0.tgz status=200 bytes=42651
registry-1  | [registry-upstream] GET /@algolia/client-abtesting/-/client-abtesting-5.35.0.tgz status=200 bytes=48602
registry-1  | [registry-upstream] GET /ansi-styles/-/ansi-styles-4.3.0.tgz status=200 bytes=5849
registry-1  | [registry] 2026-06-10T01:47:15.235Z GET /yallist/-/yallist-4.0.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:15.236Z GET /content-type/-/content-type-2.0.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:15.238Z GET /minizlib/-/minizlib-2.1.2.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:15.240Z GET /minipass/-/minipass-5.0.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:15.246Z GET /minipass/-/minipass-3.3.6.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:15.250Z GET /fs-minipass/-/fs-minipass-2.1.0.tgz auth=absent
registry-1  | [registry-upstream] GET /ansi-regex/-/ansi-regex-5.0.1.tgz status=200 bytes=2768
registry-1  | [registry-upstream] GET /content-type/-/content-type-2.0.0.tgz status=200 bytes=5728
registry-1  | [registry-upstream] GET /@algolia/client-insights/-/client-insights-5.35.0.tgz status=200 bytes=49245
registry-1  | [registry-upstream] GET /yallist/-/yallist-4.0.0.tgz status=200 bytes=4494
registry-1  | [registry-upstream] GET /minizlib/-/minizlib-2.1.2.tgz status=200 bytes=6154
registry-1  | [registry-upstream] GET /minipass/-/minipass-3.3.6.tgz status=200 bytes=15335
registry-1  | [registry-upstream] GET /minipass/-/minipass-5.0.0.tgz status=200 bytes=20536
registry-1  | [registry-upstream] GET /@algolia/abtesting/-/abtesting-1.1.0.tgz status=200 bytes=53355
registry-1  | [registry-upstream] GET /fs-minipass/-/fs-minipass-2.1.0.tgz status=200 bytes=4535
registry-1  | [registry] 2026-06-10T01:47:15.296Z GET /source-map/-/source-map-0.6.1.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:15.297Z GET /lru-cache/-/lru-cache-10.4.3.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:15.298Z GET /entities/-/entities-8.0.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:15.300Z GET /npm-package-arg/-/npm-package-arg-12.0.2.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:15.307Z GET /entities/-/entities-6.0.1.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:15.310Z GET /hosted-git-info/-/hosted-git-info-8.1.0.tgz auth=absent
registry-1  | [registry-upstream] GET /@algolia/client-analytics/-/client-analytics-5.35.0.tgz status=200 bytes=148543
registry-1  | [registry-upstream] GET /lru-cache/-/lru-cache-10.4.3.tgz status=200 bytes=181128
registry-1  | [registry-upstream] GET /source-map/-/source-map-0.6.1.tgz status=200 bytes=199644
registry-1  | [registry-upstream] GET /entities/-/entities-8.0.0.tgz status=200 bytes=86968
registry-1  | [registry-upstream] GET /npm-package-arg/-/npm-package-arg-12.0.2.tgz status=200 bytes=8010
registry-1  | [registry-upstream] GET /hosted-git-info/-/hosted-git-info-8.1.0.tgz status=200 bytes=7942
registry-1  | [registry-upstream] GET /entities/-/entities-6.0.1.tgz status=200 bytes=112438
registry-1  | [registry] 2026-06-10T01:47:15.364Z GET /proc-log/-/proc-log-6.1.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:15.365Z GET /which/-/which-5.0.0.tgz auth=absent
registry-1  | [registry-upstream] GET /@angular/core/-/core-20.3.0.tgz status=200 bytes=2310361
registry-1  | [registry] 2026-06-10T01:47:15.383Z GET /yallist/-/yallist-5.0.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:15.385Z GET /tar/-/tar-7.5.16.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:15.387Z GET /isexe/-/isexe-3.1.5.tgz auth=absent
registry-1  | [registry-upstream] GET /proc-log/-/proc-log-6.1.0.tgz status=200 bytes=4111
registry-1  | [registry-upstream] GET /which/-/which-5.0.0.tgz status=200 bytes=3346
registry-1  | [registry] 2026-06-10T01:47:15.413Z GET /chownr/-/chownr-3.0.0.tgz auth=absent
registry-1  | [registry-upstream] GET /yallist/-/yallist-5.0.0.tgz status=200 bytes=9821
registry-1  | [registry-upstream] GET /isexe/-/isexe-3.1.5.tgz status=200 bytes=10593
registry-1  | [registry] 2026-06-10T01:47:15.436Z GET /wrap-ansi/-/wrap-ansi-9.0.2.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:15.439Z GET /slice-ansi/-/slice-ansi-7.1.2.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:15.440Z GET /is-fullwidth-code-point/-/is-fullwidth-code-point-5.1.0.tgz auth=absent
registry-1  | [registry-upstream] GET /tar/-/tar-7.5.16.tgz status=200 bytes=465650
registry-1  | [registry] 2026-06-10T01:47:15.451Z GET /is-unicode-supported/-/is-unicode-supported-1.3.0.tgz auth=absent
registry-1  | [registry-upstream] GET /chownr/-/chownr-3.0.0.tgz status=200 bytes=4405
registry-1  | [registry] 2026-06-10T01:47:15.465Z GET /brace-expansion/-/brace-expansion-5.0.6.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:15.473Z GET /minimatch/-/minimatch-10.2.5.tgz auth=absent
registry-1  | [registry-upstream] GET /is-fullwidth-code-point/-/is-fullwidth-code-point-5.1.0.tgz status=200 bytes=1679
registry-1  | [registry-upstream] GET /slice-ansi/-/slice-ansi-7.1.2.tgz status=200 bytes=3180
registry-1  | [registry-upstream] GET /is-unicode-supported/-/is-unicode-supported-1.3.0.tgz status=200 bytes=1973
registry-1  | [registry-upstream] GET /wrap-ansi/-/wrap-ansi-9.0.2.tgz status=200 bytes=4316
registry-1  | [registry] 2026-06-10T01:47:15.491Z GET /balanced-match/-/balanced-match-4.0.4.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:15.498Z GET /lru-cache/-/lru-cache-11.5.1.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:15.500Z GET /entities/-/entities-7.0.1.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:15.508Z GET /iconv-lite/-/iconv-lite-0.6.3.tgz auth=absent
registry-1  | [registry-upstream] GET /brace-expansion/-/brace-expansion-5.0.6.tgz status=200 bytes=7907
registry-1  | [registry-upstream] GET /minimatch/-/minimatch-10.2.5.tgz status=200 bytes=117062
registry-1  | [registry-upstream] GET /balanced-match/-/balanced-match-4.0.4.tgz status=200 bytes=4199
registry-1  | [registry] 2026-06-10T01:47:15.553Z GET /node-addon-api/-/node-addon-api-7.1.1.tgz auth=absent
registry-1  | [registry-upstream] GET /entities/-/entities-7.0.1.tgz status=200 bytes=113587
registry-1  | [registry-upstream] GET /iconv-lite/-/iconv-lite-0.6.3.tgz status=200 bytes=190667
registry-1  | [registry-upstream] GET /lru-cache/-/lru-cache-11.5.1.tgz status=200 bytes=579015
registry-1  | [registry-upstream] GET /node-addon-api/-/node-addon-api-7.1.1.tgz status=200 bytes=60031
registry-1  | [registry] 2026-06-10T01:47:15.633Z GET /json-schema-traverse/-/json-schema-traverse-0.4.1.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:15.635Z GET /ajv/-/ajv-6.15.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:15.639Z GET /wrap-ansi/-/wrap-ansi-8.1.0.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:15.658Z GET /string-width/-/string-width-5.1.2.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:15.661Z GET /emoji-regex/-/emoji-regex-9.2.2.tgz auth=absent
registry-1  | [registry] 2026-06-10T01:47:15.664Z GET /semver/-/semver-6.3.1.tgz auth=absent
registry-1  | [registry-upstream] GET /json-schema-traverse/-/json-schema-traverse-0.4.1.tgz status=200 bytes=5141
registry-1  | [registry] 2026-06-10T01:47:15.686Z GET /convert-source-map/-/convert-source-map-2.0.0.tgz auth=absent
registry-1  | [registry-upstream] GET /ajv/-/ajv-6.15.0.tgz status=200 bytes=202724
registry-1  | [registry-upstream] GET /wrap-ansi/-/wrap-ansi-8.1.0.tgz status=200 bytes=4444
registry-1  | [registry-upstream] GET /string-width/-/string-width-5.1.2.tgz status=200 bytes=2557
registry-1  | [registry-upstream] GET /emoji-regex/-/emoji-regex-9.2.2.tgz status=200 bytes=11118
registry-1  | [registry-upstream] GET /semver/-/semver-6.3.1.tgz status=200 bytes=19093
registry-1  | [registry-upstream] GET /convert-source-map/-/convert-source-map-2.0.0.tgz status=200 bytes=4952
