nginx-1  | 2026/06/10 01:48:29 [warn] 30#30: *444 an upstream response is buffered to a temporary file /var/cache/nginx/proxy_temp/8/42/0000000428 while reading upstream, client: 172.19.0.1, server: _, request: "GET /npm HTTP/1.1", upstream: "http://172.19.0.2:4873/npm", host: "localhost:28080"
nginx-1  | 172.19.0.1 - GET /minizlib/-/minizlib-2.1.2.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/minizlib/-/minizlib-2.1.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /minipass/-/minipass-3.3.6.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/minipass/-/minipass-3.3.6.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /content-type/-/content-type-2.0.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/content-type/-/content-type-2.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /minipass/-/minipass-5.0.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/minipass/-/minipass-5.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /fs-minipass/-/fs-minipass-2.1.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/fs-minipass/-/fs-minipass-2.1.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /minipass/-/minipass-3.3.6.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/minipass/-/minipass-3.3.6.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /ansi-regex/-/ansi-regex-5.0.1.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/ansi-regex/-/ansi-regex-5.0.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /emoji-regex/-/emoji-regex-8.0.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/emoji-regex/-/emoji-regex-8.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /is-fullwidth-code-point/-/is-fullwidth-code-point-3.0.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/is-fullwidth-code-point/-/is-fullwidth-code-point-3.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /strip-ansi/-/strip-ansi-6.0.1.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/strip-ansi/-/strip-ansi-6.0.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /ansi-regex/-/ansi-regex-5.0.1.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/ansi-regex/-/ansi-regex-5.0.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /source-map/-/source-map-0.6.1.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/source-map/-/source-map-0.6.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /entities/-/entities-6.0.1.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/entities/-/entities-6.0.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /lru-cache/-/lru-cache-10.4.3.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/lru-cache/-/lru-cache-10.4.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /entities/-/entities-8.0.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/entities/-/entities-8.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /npm-package-arg/-/npm-package-arg-12.0.2.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/npm-package-arg/-/npm-package-arg-12.0.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /lru-cache/-/lru-cache-10.4.3.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/lru-cache/-/lru-cache-10.4.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /npm-package-arg/-/npm-package-arg-12.0.2.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/npm-package-arg/-/npm-package-arg-12.0.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /hosted-git-info/-/hosted-git-info-8.1.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/hosted-git-info/-/hosted-git-info-8.1.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /yallist/-/yallist-4.0.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/yallist/-/yallist-4.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /lru-cache/-/lru-cache-10.4.3.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/lru-cache/-/lru-cache-10.4.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /hosted-git-info/-/hosted-git-info-8.1.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/hosted-git-info/-/hosted-git-info-8.1.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /npm-package-arg/-/npm-package-arg-12.0.2.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/npm-package-arg/-/npm-package-arg-12.0.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /proc-log/-/proc-log-6.1.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/proc-log/-/proc-log-6.1.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /lru-cache/-/lru-cache-10.4.3.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/lru-cache/-/lru-cache-10.4.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /hosted-git-info/-/hosted-git-info-8.1.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/hosted-git-info/-/hosted-git-info-8.1.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /yallist/-/yallist-5.0.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/yallist/-/yallist-5.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /isexe/-/isexe-3.1.5.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/isexe/-/isexe-3.1.5.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /tar/-/tar-7.5.16.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/tar/-/tar-7.5.16.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /chownr/-/chownr-3.0.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/chownr/-/chownr-3.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /which/-/which-5.0.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/which/-/which-5.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /yallist/-/yallist-4.0.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/yallist/-/yallist-4.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /minipass/-/minipass-3.3.6.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/minipass/-/minipass-3.3.6.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /yallist/-/yallist-4.0.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/yallist/-/yallist-4.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /yallist/-/yallist-4.0.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/yallist/-/yallist-4.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /minipass/-/minipass-3.3.6.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/minipass/-/minipass-3.3.6.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /minipass/-/minipass-3.3.6.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/minipass/-/minipass-3.3.6.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /wrap-ansi/-/wrap-ansi-9.0.2.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/wrap-ansi/-/wrap-ansi-9.0.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /slice-ansi/-/slice-ansi-7.1.2.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/slice-ansi/-/slice-ansi-7.1.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /is-fullwidth-code-point/-/is-fullwidth-code-point-5.1.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/is-fullwidth-code-point/-/is-fullwidth-code-point-5.1.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /is-unicode-supported/-/is-unicode-supported-1.3.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/is-unicode-supported/-/is-unicode-supported-1.3.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /minimatch/-/minimatch-10.2.5.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/minimatch/-/minimatch-10.2.5.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /wrap-ansi/-/wrap-ansi-9.0.2.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/wrap-ansi/-/wrap-ansi-9.0.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /brace-expansion/-/brace-expansion-5.0.6.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/brace-expansion/-/brace-expansion-5.0.6.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /entities/-/entities-7.0.1.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/entities/-/entities-7.0.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /balanced-match/-/balanced-match-4.0.4.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/balanced-match/-/balanced-match-4.0.4.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /lru-cache/-/lru-cache-11.5.1.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/lru-cache/-/lru-cache-11.5.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /wrap-ansi/-/wrap-ansi-9.0.2.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/wrap-ansi/-/wrap-ansi-9.0.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /iconv-lite/-/iconv-lite-0.6.3.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/iconv-lite/-/iconv-lite-0.6.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /yallist/-/yallist-5.0.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/yallist/-/yallist-5.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /lru-cache/-/lru-cache-10.4.3.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/lru-cache/-/lru-cache-10.4.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /tar/-/tar-7.5.16.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/tar/-/tar-7.5.16.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /chownr/-/chownr-3.0.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/chownr/-/chownr-3.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /node-addon-api/-/node-addon-api-7.1.1.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/node-addon-api/-/node-addon-api-7.1.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /which/-/which-5.0.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/which/-/which-5.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /isexe/-/isexe-3.1.5.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/isexe/-/isexe-3.1.5.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /which/-/which-5.0.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/which/-/which-5.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /isexe/-/isexe-3.1.5.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/isexe/-/isexe-3.1.5.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /lru-cache/-/lru-cache-10.4.3.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/lru-cache/-/lru-cache-10.4.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /which/-/which-5.0.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/which/-/which-5.0.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /lru-cache/-/lru-cache-10.4.3.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/lru-cache/-/lru-cache-10.4.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /hosted-git-info/-/hosted-git-info-8.1.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/hosted-git-info/-/hosted-git-info-8.1.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /isexe/-/isexe-3.1.5.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/isexe/-/isexe-3.1.5.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /json-schema-traverse/-/json-schema-traverse-0.4.1.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/json-schema-traverse/-/json-schema-traverse-0.4.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /lru-cache/-/lru-cache-10.4.3.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/lru-cache/-/lru-cache-10.4.3.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /ajv/-/ajv-6.15.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/ajv/-/ajv-6.15.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /string-width/-/string-width-5.1.2.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/string-width/-/string-width-5.1.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /wrap-ansi/-/wrap-ansi-8.1.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/wrap-ansi/-/wrap-ansi-8.1.0.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /emoji-regex/-/emoji-regex-9.2.2.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/emoji-regex/-/emoji-regex-9.2.2.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /semver/-/semver-6.3.1.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/semver/-/semver-6.3.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /semver/-/semver-6.3.1.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/semver/-/semver-6.3.1.tgz" args="-"
nginx-1  | 172.19.0.1 - GET /convert-source-map/-/convert-source-map-2.0.0.tgz HTTP/1.1 status=200 upstream=- cache=HIT uri="/convert-source-map/-/convert-source-map-2.0.0.tgz" args="-"
